<abingdon:FastEthernet0/0, bristol:FastEthernet0/0>
<lexington:FastEthernet0/1, frankfortid491:FastEthernet0/0>
<lexington:FastEthernet1/0, georgetownid493:FastEthernet0/0>
<lexington:FastEthernet1/1, winchester:FastEthernet0/1>
<liberty:FastEthernet0/0, beaumont:FastEthernet0/1>
<liberty:FastEthernet0/1, houston:FastEthernet0/0>
<libertyville:FastEthernet0/0, kenosha:FastEthernet0/0>
<libertyville:FastEthernet0/1, nodeid199:FastEthernet0/0>
<lima:FastEthernet0/0, findlay:FastEthernet0/1>
<lima:FastEthernet0/1, fortttwayne:FastEthernet0/1>
<lima:FastEthernet1/0, nodeid600:FastEthernet0/1>
<lincolton:FastEthernet0/0, charlotte:FastEthernet0/0>
<lincolton:FastEthernet0/1, morganton:FastEthernet0/1>
<linden:FastEthernet0/0, demopolis:FastEthernet0/1>
<linden:FastEthernet0/1, thomasville:FastEthernet1/0>
<linden:FastEthernet1/0, york:FastEthernet0/0>
<linettlexington:FastEthernet0/0, philadelphia:FastEthernet0/0>
<litchfield:FastEthernet0/0, edwardsville:FastEthernet0/1>
<litchfield:FastEthernet0/1, springfield:FastEthernet1/0>
<littlettfalls:FastEthernet0/0, brainerd:FastEthernet0/0>
<littlettfalls:FastEthernet0/1, stttcloud:FastEthernet0/1>
<littlettrock:FastEthernet0/0, bentonid610:FastEthernet0/1>
<littlettrock:FastEthernet0/1, biscoe:FastEthernet0/0>
<littlettrock:FastEthernet1/0, conway:FastEthernet0/0>
<littlettrock:FastEthernet1/1, pinettbluff:FastEthernet0/0>
<littlettrock:FastEthernet2/0, searcy:FastEthernet0/1>
<livettoak:FastEthernet0/0, greenvilleid685:FastEthernet0/0>
<livettoak:FastEthernet0/1, lakettcity:FastEthernet0/1>
<logan:FastEthernet0/0, athens:FastEthernet0/0>
<logan:FastEthernet0/1, lancaster:FastEthernet0/1>
<loganid180:FastEthernet0/0, madison:FastEthernet0/1>
<loganid180:FastEthernet0/1, williamson:FastEthernet0/0>
<logansport:FastEthernet0/0, peru:FastEthernet0/0>
<logansport:FastEthernet0/1, wolcott:FastEthernet0/1>
<london:FastEthernet0/0, corbin:FastEthernet0/1>
<london:FastEthernet0/1, somerset:FastEthernet0/1>
<longview:FastEthernet0/0, marshall:FastEthernet0/0>
<longview:FastEthernet0/1, tyler:FastEthernet1/0>
<loogootee:FastEthernet0/0, frenchttlick:FastEthernet0/0>
<loogootee:FastEthernet0/1, owensburg:FastEthernet1/0>
<loogootee:FastEthernet1/0, washington:FastEthernet0/0>
<loretto:FastEthernet0/0, killen:FastEthernet0/1>
<loretto:FastEthernet0/1, lawrenceburg:FastEthernet0/1>
<louisa:FastEthernet0/0, paintsville:FastEthernet0/0>
<louisville:FastEthernet0/0, bardsdtown:FastEthernet0/0>
<louisville:FastEthernet0/1, jeffersonville:FastEthernet0/0>
<louisville:FastEthernet1/0, shelbyvilleid492:FastEthernet1/0>
<louisville:FastEthernet1/1, shepherdsville:FastEthernet0/1>
<louisvilleid694:FastEthernet0/0, philadelphiaid349:FastEthernet0/0>
<louisvilleid694:FastEthernet0/1, starkville:FastEthernet0/0>
<ludington:FastEthernet0/0, manistee:FastEthernet0/0>
<ludington:FastEthernet0/1, muskegon:FastEthernet1/0>
<lufkin:FastEthernet0/0, nacagdoches:FastEthernet0/1>
<lufkin:FastEthernet0/1, woodville:FastEthernet0/1>
<luverne:FastEthernet0/0, siouxttfalls:FastEthernet0/0>
<luverne:FastEthernet0/1, worthington:FastEthernet0/1>
<lynchburg:FastEthernet0/0, tullahoma:FastEthernet0/1>
<lynchburgid671:FastEthernet0/0, charlottesville:FastEthernet0/1>
<lynchburgid671:FastEthernet0/1, farmville:FastEthernet0/1>
<lynchburgid671:FastEthernet1/0, roanoke:FastEthernet1/0>
<macomb:FastEthernet0/0, cantonid521:FastEthernet0/0>
<macomb:FastEthernet0/1, quincy:FastEthernet0/0>
<macon:FastEthernet0/0, barnesville:FastEthernet0/1>
<macon:FastEthernet0/1, fortttvalley:FastEthernet0/1>
<macquoketa:FastEthernet0/0, clinton:FastEthernet0/1>
<macquoketa:FastEthernet0/1, dubuque:FastEthernet0/0>
<madison:FastEthernet0/0, charleston:FastEthernet1/0>
<madison:FastEthernet0/1, loganid180:FastEthernet0/0>
<madisonid259:FastEthernet0/0, northttvernon:FastEthernet0/0>
<madisonid259:FastEthernet0/1, scottsburg:FastEthernet0/1>
<madisonid315:FastEthernet0/0, afton:FastEthernet0/1>
<madisonid315:FastEthernet0/1, jefferson:FastEthernet0/0>
<madisonid315:FastEthernet1/0, portage:FastEthernet0/0>
<madisonid315:FastEthernet1/1, sunttprarie:FastEthernet1/0>
<madisonville:FastEthernet0/0, centralttcity:FastEthernet0/1>
<madisonville:FastEthernet0/1, henderson:FastEthernet0/1>
<madisonville:FastEthernet1/0, hopkinsville:FastEthernet0/0>
<madisonville:FastEthernet1/1, owensboro:FastEthernet1/0>
<madisonville:FastEthernet2/0, paducah:FastEthernet0/1>
<madisonville:FastEthernet2/1, providence:FastEthernet0/0>
<malden:FastEthernet0/0, dexter:FastEthernet0/0>
<malden:FastEthernet0/1, piggott:FastEthernet0/0>
<malvern:FastEthernet0/0, arkdelphia:FastEthernet0/1>
<malvern:FastEthernet0/1, hotttsprings:FastEthernet0/1>
<manassas:FastEthernet0/0, frontttroyal:FastEthernet0/0>
<manassas:FastEthernet0/1, washingtonttdc:FastEthernet1/1>
<manchester:FastEthernet0/0, columbusid700:FastEthernet0/0>
<manchester:FastEthernet0/1, lattgrange:FastEthernet0/1>
<manchester:FastEthernet1/0, thomaston:FastEthernet0/1>
<manchesterid591:FastEthernet0/0, mcminnville:FastEthernet0/1>
<manchesterid591:FastEthernet0/1, tullahoma:FastEthernet1/0>
<manchesterid679:FastEthernet0/0, barbourville:FastEthernet0/1>
<manchesterid679:FastEthernet0/1, hyden:FastEthernet0/1>
<manistee:FastEthernet0/0, ludington:FastEthernet0/0>
<manistee:FastEthernet0/1, traversettcity:FastEthernet1/0>
<manitowoc:FastEthernet0/0, greenttbay:FastEthernet1/0>
<manitowoc:FastEthernet0/1, sheboygan:FastEthernet0/0>
<mansfield:FastEthernet0/0, wooster:FastEthernet0/0>
<marengo:FastEthernet0/0, cedarttrapids:FastEthernet0/1>
<marengo:FastEthernet0/1, newton:FastEthernet0/1>
<marianna:FastEthernet0/0, cottondale:FastEthernet1/0>
<marianna:FastEthernet0/1, tallahassee:FastEthernet1/0>
<marienna:FastEthernet0/0, helena:FastEthernet0/1>
<marietta:FastEthernet0/0, cartersville:FastEthernet0/1>
<marietta:FastEthernet0/1, smyrna:FastEthernet0/1>
<mariettaid567:FastEthernet0/0, athens:FastEthernet0/1>
<mariettaid567:FastEthernet0/1, parkersburg:FastEthernet0/0>
<marion:FastEthernet0/0, carbondale:FastEthernet0/0>
<marion:FastEthernet0/1, harrisburgid362:FastEthernet0/1>
<marion:FastEthernet1/0, westttfrankfort:FastEthernet0/1>
<marionid725:FastEthernet0/0, huntingtonid730:FastEthernet0/0>
<marionid725:FastEthernet0/1, kokomo:FastEthernet0/1>
<marionid725:FastEthernet1/0, muncie:FastEthernet0/1>
<marionid725:FastEthernet1/1, nodeid338:FastEthernet1/0>
<marionid725:FastEthernet2/0, wabash:FastEthernet0/0>
<marissa:FastEthernet0/0, belleville:FastEthernet1/0>
<marissa:FastEthernet0/1, duttquoin:FastEthernet0/0>
<marissa:FastEthernet1/0, sparta:FastEthernet0/1>
<marks:FastEthernet0/0, greenwoodid641:FastEthernet0/0>
<marks:FastEthernet0/1, memphis:FastEthernet1/0>
<marquette:FastEthernet0/0, escanaba:FastEthernet0/1>
<marquette:FastEthernet0/1, hancock:FastEthernet0/1>
<marshall:FastEthernet0/0, longview:FastEthernet0/0>
<marshall:FastEthernet0/1, shreveport:FastEthernet0/0>
<marshallid618:FastEthernet0/0, granitettfalls:FastEthernet0/0>
<marshallid618:FastEthernet0/1, pipestone:FastEthernet0/0>
<marshfield:FastEthernet0/0, eauttclaire:FastEthernet1/1>
<marshfield:FastEthernet0/1, stevensttpoint:FastEthernet0/0>
<martin:FastEthernet0/0, mckenzie:FastEthernet0/1>
<martin:FastEthernet0/1, unionttcity:FastEthernet0/1>
<martinsburg:FastEthernet0/0, hagerstown:FastEthernet1/0>
<martinsburg:FastEthernet0/1, winchesterid572:FastEthernet0/1>
<martinsville:FastEthernet0/0, danville:FastEthernet0/0>
<martinsville:FastEthernet0/1, wytheville:FastEthernet1/1>
<martinsvilleid200:FastEthernet0/0, bloomington:FastEthernet1/0>
<martinsvilleid200:FastEthernet0/1, franklinid203:FastEthernet0/1>
<martinsvilleid200:FastEthernet1/0, indianapolis:FastEthernet1/1>
<marvell:FastEthernet0/0, clarendon:FastEthernet0/0>
<marvell:FastEthernet0/1, helena:FastEthernet1/0>
<marysville:FastEthernet0/0, nodeid83:FastEthernet0/0>
<maryville:FastEthernet0/0, fontanattvillage:FastEthernet0/0>
<maryville:FastEthernet0/1, knoxville:FastEthernet0/0>
<maryville:FastEthernet1/0, sevierville:FastEthernet0/1>
<maryville:FastEthernet1/1, vonore:FastEthernet0/0>
<masonttcity:FastEthernet0/0, albertttlea:FastEthernet1/0>
<masonttcity:FastEthernet0/1, ames:FastEthernet0/1>
<massilon:FastEthernet0/0, canton:FastEthernet0/1>
<massilon:FastEthernet0/1, wooster:FastEthernet0/1>
<mattoon:FastEthernet0/0, champaign:FastEthernet1/1>
<mattoon:FastEthernet0/1, effingham:FastEthernet0/0>
<mattoon:FastEthernet1/0, parisid273:FastEthernet0/0>
<mayfield:FastEthernet0/0, murray:FastEthernet0/0>
<mayfield:FastEthernet0/1, paducah:FastEthernet1/0>
<maysville:FastEthernet0/0, mtttsterling:FastEthernet0/0>
<maysville:FastEthernet0/1, parisid496:FastEthernet0/0>
<mccomb:FastEthernet0/0, brookhaven:FastEthernet0/1>
<mccomb:FastEthernet0/1, hattiesburg:FastEthernet0/0>
<mccomb:FastEthernet1/0, kentwood:FastEthernet0/1>
<mccomb:FastEthernet1/1, natchez:FastEthernet0/0>
<mcgregor:FastEthernet0/0, brainerd:FastEthernet0/1>
<mcgregor:FastEthernet0/1, duluth:FastEthernet0/0>
<mcintosh:FastEthernet0/0, citronelle:FastEthernet0/0>
<mcintosh:FastEthernet0/1, jackson:FastEthernet0/0>
<mckenzie:FastEthernet0/0, huntingdon:FastEthernet1/0>
<mckenzie:FastEthernet0/1, martin:FastEthernet0/0>
<mckenzie:FastEthernet1/0, milan:FastEthernet0/1>
<mckenzie:FastEthernet1/1, paris:FastEthernet0/0>
<mcleansboro:FastEthernet0/0, bentonid267:FastEthernet0/0>
<mcleansboro:FastEthernet0/1, nodeid604:FastEthernet0/1>
<mcminnville:FastEthernet0/0, cookeville:FastEthernet1/0>
<mcminnville:FastEthernet0/1, manchesterid591:FastEthernet0/0>
<mcminnville:FastEthernet1/0, smithville:FastEthernet0/1>
<meadville:FastEthernet0/0, erie:FastEthernet0/1>
<meadville:FastEthernet0/1, franklinid606:FastEthernet0/0>
<memphis:FastEthernet0/0, covingtonid234:FastEthernet0/1>
<memphis:FastEthernet0/1, jonesboro:FastEthernet0/0>
<memphis:FastEthernet1/0, marks:FastEthernet0/1>
<memphis:FastEthernet1/1, nodeid390:FastEthernet1/0>
<memphis:FastEthernet2/0, nodeid391:FastEthernet1/0>
<memphis:FastEthernet2/1, westttmemphis:FastEthernet0/1>
<menomonee:FastEthernet0/0, brookfield:FastEthernet0/0>
<menomonee:FastEthernet0/1, fondttduttlac:FastEthernet0/1>
<meridian:FastEthernet0/0, columbus:FastEthernet0/0>
<meridian:FastEthernet0/1, forest:FastEthernet0/1>
<meridian:FastEthernet1/0, hattiesburg:FastEthernet0/1>
<meridian:FastEthernet1/1, laurel:FastEthernet0/0>
<meridian:FastEthernet2/0, philadelphiaid349:FastEthernet0/1>
<meridian:FastEthernet2/1, york:FastEthernet0/1>
<merrill:FastEthernet0/0, rhinelander:FastEthernet0/0>
<merrill:FastEthernet0/1, wausau:FastEthernet0/1>
<metropolis:FastEthernet0/0, paducah:FastEthernet1/1>
<michiganttcity:FastEthernet0/0, garyid243:FastEthernet0/1>
<michiganttcity:FastEthernet0/1, southttbend:FastEthernet0/1>
<middlesboro:FastEthernet0/0, pineville:FastEthernet1/0>
<middletown:FastEthernet0/0, hamilton:FastEthernet0/1>
<middletown:FastEthernet0/1, oxford:FastEthernet0/1>
<midland:FastEthernet0/0, bayttcity:FastEthernet0/0>
<midland:FastEthernet0/1, mountttpleasant:FastEthernet0/1>
<milan:FastEthernet0/0, jacksonid228:FastEthernet0/1>
<milan:FastEthernet0/1, mckenzie:FastEthernet1/0>
<milwaukee:FastEthernet0/0, brookfield:FastEthernet0/1>
<milwaukee:FastEthernet0/1, sturtevant:FastEthernet0/0>
<minden:FastEthernet0/0, ruston:FastEthernet0/0>
<minden:FastEthernet0/1, shreveport:FastEthernet0/1>
<mineola:FastEthernet0/0, atlanta:FastEthernet0/0>
<mineola:FastEthernet0/1, terrell:FastEthernet0/1>
<minneapolis:FastEthernet0/0, boyceville:FastEthernet0/1>
<minneapolis:FastEthernet0/1, burnsville:FastEthernet0/0>
<minneapolis:FastEthernet1/0, hudson:FastEthernet0/1>
<minneapolis:FastEthernet1/1, stttcloud:FastEthernet1/0>
<minneapolis:FastEthernet2/0, stttpaul:FastEthernet0/1>
<mishiwaka:FastEthernet0/0, elkhart:FastEthernet2/0>
<mishiwaka:FastEthernet0/1, southttbend:FastEthernet1/0>
<mitchell:FastEthernet0/0, bedford:FastEthernet0/1>
<mitchell:FastEthernet0/1, paoli:FastEthernet0/1>
<mobile:FastEthernet0/0, bayttminette:FastEthernet0/0>
<mobile:FastEthernet0/1, citronelle:FastEthernet0/1>
<mobile:FastEthernet1/0, pascagoula:FastEthernet0/1>
<mobile:FastEthernet1/1, pensacola:FastEthernet0/1>
<moline:FastEthernet0/0, davenport:FastEthernet1/1>
<moline:FastEthernet0/1, sheffield:FastEthernet0/1>
<monroe:FastEthernet0/0, hamburg:FastEthernet0/1>
<monroe:FastEthernet0/1, ruston:FastEthernet0/1>
<monroe:FastEthernet1/0, tallulah:FastEthernet0/0>
<montevideo:FastEthernet0/0, granitettfalls:FastEthernet0/1>
<montevideo:FastEthernet0/1, willmar:FastEthernet0/0>
<montgomery:FastEthernet0/0, clanton:FastEthernet0/1>
<montgomery:FastEthernet0/1, pinettapple:FastEthernet0/0>
<montgomery:FastEthernet1/0, selma:FastEthernet0/1>
<montgomery:FastEthernet1/1, troy:FastEthernet1/0>
<montgomery:FastEthernet2/0, tuskagee:FastEthernet1/0>
<monticello:FastEthernet0/0, hamburg:FastEthernet1/0>
<monticello:FastEthernet0/1, pinettbluff:FastEthernet0/1>
<montrose:FastEthernet0/0, akron:FastEthernet0/1>
<montrose:FastEthernet0/1, clevelandid403:FastEthernet1/0>
<mooresville:FastEthernet0/0, charlotte:FastEthernet0/1>
<mooresville:FastEthernet0/1, winstondashsalem:FastEthernet0/1>
<moorhead:FastEthernet0/0, fargo:FastEthernet0/0>
<moorhead:FastEthernet0/1, fergusttfalls:FastEthernet0/1>
<morehead:FastEthernet0/0, ashland:FastEthernet0/1>
<morehead:FastEthernet0/1, mtttsterling:FastEthernet0/1>
<morganton:FastEthernet0/0, lenoir:FastEthernet0/1>
<morganton:FastEthernet0/1, lincolton:FastEthernet0/1>
<morgantown:FastEthernet0/0, bowlingttgreenid250:FastEthernet0/1>
<morgantown:FastEthernet0/1, centralttcity:FastEthernet1/0>
<morrilton:FastEthernet0/0, conway:FastEthernet0/1>
<morrilton:FastEthernet0/1, hotttsprings:FastEthernet1/0>
<morrilton:FastEthernet1/0, russellvilleid401:FastEthernet0/1>
<morristown:FastEthernet0/0, jeffersonttcityid454:FastEthernet0/0>
<morristown:FastEthernet0/1, newportid457:FastEthernet0/0>
<mountttpleasant:FastEthernet0/0, bigttrapids:FastEthernet0/1>
<mountttpleasant:FastEthernet0/1, midland:FastEthernet0/1>
<mountttpleasant:FastEthernet1/0, newaygo:FastEthernet0/0>
<mountttunion:FastEthernet0/0, altoona:FastEthernet0/1>
<mountttunion:FastEthernet0/1, lewistown:FastEthernet0/0>
<mountttvernon:FastEthernet0/0, joplin:FastEthernet0/0>
<mountttvernon:FastEthernet0/1, springfieldid745:FastEthernet0/1>
<mtttcarmel:FastEthernet0/0, nodeid632:FastEthernet1/0>
<mtttsterling:FastEthernet0/0, maysville:FastEthernet0/0>
<mtttsterling:FastEthernet0/1, morehead:FastEthernet0/1>
<mtttsterling:FastEthernet1/0, winchester:FastEthernet1/0>
<mtttvernon:FastEthernet0/0, bentonid267:FastEthernet0/1>
<mtttvernon:FastEthernet0/1, centralia:FastEthernet0/1>
<mtttvernon:FastEthernet1/0, fairfield:FastEthernet0/0>
<muncie:FastEthernet0/0, anderson:FastEthernet0/1>
<muncie:FastEthernet0/1, marionid725:FastEthernet1/0>
<murfreesboro:FastEthernet0/0, nashville:FastEthernet2/0>
<murfreesboro:FastEthernet0/1, nodeid268:FastEthernet0/0>
<murphysboro:FastEthernet0/0, carbondale:FastEthernet0/1>
<murphysboro:FastEthernet0/1, nodeid627:FastEthernet1/0>
<murray:FastEthernet0/0, mayfield:FastEthernet0/0>
<murray:FastEthernet0/1, paris:FastEthernet0/1>
<muskegon:FastEthernet0/0, grandtthaven:FastEthernet0/1>
<muskegon:FastEthernet0/1, grandttrapids:FastEthernet0/1>
<muskegon:FastEthernet1/0, ludington:FastEthernet0/1>
<muskegon:FastEthernet1/1, newaygo:FastEthernet0/1>
<muskogee:FastEthernet0/0, fortttsmith:FastEthernet1/0>
<muskogee:FastEthernet0/1, tulsa:FastEthernet0/1>
<nacagdoches:FastEthernet0/0, jacksonville:FastEthernet0/0>
<nacagdoches:FastEthernet0/1, lufkin:FastEthernet0/0>
<naperville:FastEthernet0/0, aurora:FastEthernet1/0>
<naperville:FastEthernet0/1, westttchicago:FastEthernet0/0>
<nashville:FastEthernet0/0, dickson:FastEthernet1/0>
<nashville:FastEthernet0/1, franklin:FastEthernet0/1>
<nashville:FastEthernet1/0, franklinid253:FastEthernet0/1>
<nashville:FastEthernet1/1, lebanonid595:FastEthernet0/1>
<nashville:FastEthernet2/0, murfreesboro:FastEthernet0/0>
<natchez:FastEthernet0/0, mccomb:FastEthernet1/1>
<natchez:FastEthernet0/1, vicksburg:FastEthernet0/1>
<natchitoches:FastEthernet0/0, alexandria:FastEthernet0/1>
<natchitoches:FastEthernet0/1, shreveport:FastEthernet1/0>
<neenah:FastEthernet0/0, appleton:FastEthernet0/1>
<neenah:FastEthernet0/1, oshkosh:FastEthernet0/1>
<neosho:FastEthernet0/0, bentonville:FastEthernet0/0>
<neosho:FastEthernet0/1, joplin:FastEthernet0/1>
<nevada:FastEthernet0/0, harrisonville:FastEthernet0/1>
<nevada:FastEthernet0/1, joplin:FastEthernet1/0>
<newark:FastEthernet0/0, columbusid715:FastEthernet1/0>
<newark:FastEthernet0/1, zanesville:FastEthernet0/1>
<newaygo:FastEthernet0/0, mountttpleasant:FastEthernet1/0>
<newaygo:FastEthernet0/1, muskegon:FastEthernet1/1>
<newport:FastEthernet0/0, harrisburg:FastEthernet1/0>
<newport:FastEthernet0/1, lewistown:FastEthernet0/1>
<newportid457:FastEthernet0/0, morristown:FastEthernet0/1>
<newton:FastEthernet0/0, desttmoines:FastEthernet0/1>
<newton:FastEthernet0/1, marengo:FastEthernet0/1>
<newttalbany:FastEthernet0/0, corydon:FastEthernet0/1>
<newttalbany:FastEthernet0/1, jeffersonville:FastEthernet0/1>
<newttcastle:FastEthernet0/0, anderson:FastEthernet1/0>
<newttcastle:FastEthernet0/1, connersville:FastEthernet0/0>
<newttcastle:FastEthernet1/0, richmondid209:FastEthernet0/0>
<newttcastle:FastEthernet1/1, rushville:FastEthernet0/1>
<newttcastleid415:FastEthernet0/0, pittsburgh:FastEthernet0/1>
<newttcastleid415:FastEthernet0/1, youngstown:FastEthernet0/0>
<newttlondon:FastEthernet0/0, freeportid750:FastEthernet0/1>
<newttlondon:FastEthernet0/1, willmar:FastEthernet0/1>
<newttlondonid380:FastEthernet0/0, bereaid377:FastEthernet0/1>
<newttlondonid380:FastEthernet0/1, crestline:FastEthernet0/1>
<newttorleans:FastEthernet0/0, batonttrouge:FastEthernet0/1>
<newttorleans:FastEthernet0/1, hammond:FastEthernet1/0>
<niles:FastEthernet0/0, bentonttharbor:FastEthernet0/1>
<niles:FastEthernet0/1, buchanan:FastEthernet0/0>
<nobleville:FastEthernet0/0, indianapolis:FastEthernet2/0>
<nodeid137:FastEthernet0/0, columbusid715:FastEthernet1/1>
<nodeid137:FastEthernet0/1, delaware:FastEthernet0/1>
<nodeid137:FastEthernet1/0, nodeid83:FastEthernet0/1>
<nodeid199:FastEthernet0/0, libertyville:FastEthernet0/1>
<nodeid199:FastEthernet0/1, northbrook:FastEthernet0/0>
<nodeid199:FastEthernet1/0, skokie:FastEthernet0/1>
<nodeid210:FastEthernet0/0, bowlingttgreenid250:FastEthernet1/0>
<nodeid210:FastEthernet0/1, glasgow:FastEthernet0/0>
<nodeid210:FastEthernet1/0, nodeid372:FastEthernet0/1>
<nodeid268:FastEthernet0/0, murfreesboro:FastEthernet0/1>
<nodeid268:FastEthernet0/1, shelbyvilleid596:FastEthernet0/0>
<nodeid268:FastEthernet1/0, tullahoma:FastEthernet1/1>
<nodeid269:FastEthernet0/0, columbia:FastEthernet1/1>
<nodeid269:FastEthernet0/1, lewisburg:FastEthernet0/0>
<nodeid269:FastEthernet1/0, shelbyvilleid596:FastEthernet0/1>
<nodeid296:FastEthernet0/0, elizabethtttown:FastEthernet0/1>
<nodeid296:FastEthernet0/1, nodeid372:FastEthernet1/0>
<nodeid296:FastEthernet1/0, nodeid628:FastEthernet0/1>
<nodeid338:FastEthernet0/0, decatur:FastEthernet0/1>
<nodeid338:FastEthernet0/1, fortttwayne:FastEthernet1/0>
<nodeid338:FastEthernet1/0, marionid725:FastEthernet1/1>
<nodeid339:FastEthernet0/0, carrollton:FastEthernet0/0>
<nodeid339:FastEthernet0/1, jeffersonville:FastEthernet1/0>
<nodeid339:FastEthernet1/0, nodeid69:FastEthernet1/0>
<nodeid343:FastEthernet0/0, centerville:FastEthernet0/1>
<nodeid343:FastEthernet0/1, evendale:FastEthernet0/1>
<nodeid343:FastEthernet1/0, lebanon:FastEthernet0/0>
<nodeid345:FastEthernet0/0, athensid279:FastEthernet0/0>
<nodeid345:FastEthernet0/1, chattanooga:FastEthernet1/0>
<nodeid345:FastEthernet1/0, cleveland:FastEthernet0/1>
<nodeid347:FastEthernet0/0, greenville:FastEthernet0/0>
<nodeid347:FastEthernet0/1, johnsonttcity:FastEthernet1/0>
<nodeid347:FastEthernet1/0, nodeid60:FastEthernet1/0>
<nodeid372:FastEthernet0/0, glasgow:FastEthernet0/1>
<nodeid372:FastEthernet0/1, nodeid210:FastEthernet1/0>
<nodeid372:FastEthernet1/0, nodeid296:FastEthernet0/1>
<nodeid390:FastEthernet0/0, collierville:FastEthernet0/0>
<nodeid390:FastEthernet0/1, hollyttsprings:FastEthernet0/1>
<nodeid390:FastEthernet1/0, memphis:FastEthernet1/1>
<nodeid391:FastEthernet0/0, collierville:FastEthernet0/1>
<nodeid391:FastEthernet0/1, jacksonid228:FastEthernet1/0>
<nodeid391:FastEthernet1/0, memphis:FastEthernet2/0>
<nodeid392:FastEthernet0/0, plymouth:FastEthernet0/0>
<nodeid392:FastEthernet0/1, southttbend:FastEthernet1/1>
<nodeid392:FastEthernet1/0, warsawid727:FastEthernet0/0>
<nodeid564:FastEthernet0/0, knoxville:FastEthernet0/1>
<nodeid564:FastEthernet0/1, nodeid64:FastEthernet1/0>
<nodeid564:FastEthernet1/0, oakttridge:FastEthernet1/0>
<nodeid600:FastEthernet0/0, bellefontaine:FastEthernet0/0>
<nodeid600:FastEthernet0/1, lima:FastEthernet1/0>
<nodeid600:FastEthernet1/0, nodeid83:FastEthernet1/0>
<nodeid604:FastEthernet0/0, carmi:FastEthernet0/0>
<nodeid604:FastEthernet0/1, mcleansboro:FastEthernet0/1>
<nodeid604:FastEthernet1/0, norristtcity:FastEthernet0/1>
<nodeid60:FastEthernet0/0, greenville:FastEthernet0/1>
<nodeid60:FastEthernet0/1, knoxville:FastEthernet1/0>
<nodeid60:FastEthernet1/0, nodeid347:FastEthernet1/0>
<nodeid627:FastEthernet0/0, carbondale:FastEthernet1/0>
<nodeid627:FastEthernet0/1, duttquoin:FastEthernet0/1>
<nodeid627:FastEthernet1/0, murphysboro:FastEthernet0/1>
<nodeid628:FastEthernet0/0, elizabethtttown:FastEthernet1/0>
<nodeid628:FastEthernet0/1, nodeid296:FastEthernet1/0>
<nodeid628:FastEthernet1/0, shepherdsville:FastEthernet1/0>
<nodeid632:FastEthernet0/0, carmi:FastEthernet0/1>
<nodeid632:FastEthernet0/1, fairfield:FastEthernet0/1>
<nodeid632:FastEthernet1/0, mtttcarmel:FastEthernet0/0>
<nodeid634:FastEthernet0/0, alton:FastEthernet0/1>
<nodeid634:FastEthernet0/1, collinsville:FastEthernet0/1>
<nodeid634:FastEthernet1/0, edwardsville:FastEthernet1/0>
<nodeid634:FastEthernet1/1, stttlouis:FastEthernet0/1>
<nodeid635:FastEthernet0/0, biscoe:FastEthernet0/1>
<nodeid635:FastEthernet0/1, clarendon:FastEthernet0/1>
<nodeid635:FastEthernet1/0, forrestttcity:FastEthernet0/0>
<nodeid636:FastEthernet0/0, cairo:FastEthernet0/0>
<nodeid636:FastEthernet0/1, capettgirardeau:FastEthernet0/0>
<nodeid64:FastEthernet0/0, athensid279:FastEthernet0/1>
<nodeid64:FastEthernet0/1, crossville:FastEthernet0/1>
<nodeid64:FastEthernet1/0, nodeid564:FastEthernet0/1>
<nodeid69:FastEthernet0/0, cincinnati:FastEthernet2/0>
<nodeid69:FastEthernet0/1, florence:FastEthernet0/1>
<nodeid69:FastEthernet1/0, nodeid339:FastEthernet1/0>
<nodeid83:FastEthernet0/0, marysville:FastEthernet0/0>
<nodeid83:FastEthernet0/1, nodeid137:FastEthernet1/0>
<nodeid83:FastEthernet1/0, nodeid600:FastEthernet1/0>
<norcross:FastEthernet0/0, alpharette:FastEthernet0/0>
<norcross:FastEthernet0/1, dunwoody:FastEthernet0/1>
<norman:FastEthernet0/0, chickasha:FastEthernet0/1>
<norman:FastEthernet0/1, oklahomattcity:FastEthernet0/1>
<norristtcity:FastEthernet0/0, eldorado:FastEthernet0/1>
<norristtcity:FastEthernet0/1, nodeid604:FastEthernet1/0>
<northbrook:FastEthernet0/0, nodeid199:FastEthernet0/1>
<northbrook:FastEthernet0/1, schaumburg:FastEthernet1/0>
<northttmanchester:FastEthernet0/0, columbiattcity:FastEthernet0/1>
<northttmanchester:FastEthernet0/1, huntingtonid730:FastEthernet0/1>
<northttmanchester:FastEthernet1/0, wabash:FastEthernet0/1>
<northttmanchester:FastEthernet1/1, warsawid727:FastEthernet0/1>
<northttvernon:FastEthernet0/0, madisonid259:FastEthernet0/0>
<northttvernon:FastEthernet0/1, seymour:FastEthernet0/1>
<norton:FastEthernet0/0, abingdon:FastEthernet1/0>
<norton:FastEthernet0/1, penningtonttgap:FastEthernet1/0>
<norwalk:FastEthernet0/0, fremont:FastEthernet0/0>
<norwalk:FastEthernet0/1, vermilion:FastEthernet0/1>
<oaklandttcity:FastEthernet0/0, jasper:FastEthernet0/1>
<oaklandttcity:FastEthernet0/1, petersburgid166:FastEthernet0/0>
<oaklandttcity:FastEthernet1/0, princeton:FastEthernet0/1>
<oakttbrook:FastEthernet0/0, chicago:FastEthernet1/1>
<oakttbrook:FastEthernet0/1, garyid240:FastEthernet0/1>
