<aarhus:FastEthernet0/0, copenhagen:FastEthernet0/0>
<nodeidgg90:FastEthernet0/1, nodeidgg96:FastEthernet0/0>
<nodeidgg91:FastEthernet0/0, malone:FastEthernet0/0>
<nodeidgg91:FastEthernet0/1, massena:FastEthernet0/0>
<nodeidgg92:FastEthernet0/0, middleburgh:FastEthernet1/0>
<nodeidgg92:FastEthernet0/1, saratogattsprings:FastEthernet0/0>
<nodeidgg93:FastEthernet0/0, addison:FastEthernet0/0>
<nodeidgg93:FastEthernet0/1, corning:FastEthernet0/1>
<nodeidgg93:FastEthernet1/0, nodeidgg123:FastEthernet0/1>
<nodeidgg94:FastEthernet0/0, cassadaga:FastEthernet0/1>
<nodeidgg94:FastEthernet0/1, jamestown:FastEthernet0/0>
<nodeidgg94:FastEthernet1/0, salamanca:FastEthernet0/0>
<nodeidgg95:FastEthernet0/0, barre:FastEthernet0/1>
<nodeidgg95:FastEthernet0/1, empiretttelephonettco:FastEthernet0/0>
<nodeidgg95:FastEthernet1/0, rochester:FastEthernet0/0>
<nodeidgg96:FastEthernet0/0, nodeidgg90:FastEthernet0/1>
<nodeidgg96:FastEthernet0/1, paulttsmiths:FastEthernet0/0>
<nodeidgg96:FastEthernet1/0, potsdam:FastEthernet1/0>
<nodeidgh100:FastEthernet0/0, charleston:FastEthernet0/1>
<nodeidgh100:FastEthernet0/1, nodeidgh102:FastEthernet0/1>
<nodeidgh100:FastEthernet1/0, orangeburg:FastEthernet0/1>
<nodeidgh101:FastEthernet0/0, hiltontthead:FastEthernet0/0>
<nodeidgh101:FastEthernet0/1, nodeidgh102:FastEthernet1/0>
<nodeidgh101:FastEthernet1/0, savannah:FastEthernet1/1>
<nodeidgh102:FastEthernet0/0, beaufort:FastEthernet0/0>
<nodeidgh102:FastEthernet0/1, nodeidgh100:FastEthernet0/1>
<nodeidgh102:FastEthernet1/0, nodeidgh101:FastEthernet0/1>
<nodeidgh103:FastEthernet0/0, charleston:FastEthernet1/0>
<nodeidgh103:FastEthernet0/1, myrtlettbeach:FastEthernet1/0>
<nodeidgh103:FastEthernet1/0, sumter:FastEthernet0/1>
<nodeidgh111:FastEthernet0/0, atlanta:FastEthernet2/1>
<nodeidgh111:FastEthernet0/1, birmingham:FastEthernet1/1>
<nodeidgh111:FastEthernet1/0, montgomery:FastEthernet1/1>
<nodeidgh112:FastEthernet0/0, florence:FastEthernet1/0>
<nodeidgh112:FastEthernet0/1, nodeidgh99:FastEthernet0/1>
<nodeidgh112:FastEthernet1/0, sumter:FastEthernet1/0>
<nodeidgh84:FastEthernet0/0, anniston:FastEthernet1/1>
<nodeidgh84:FastEthernet0/1, atlanta:FastEthernet3/0>
<nodeidgh84:FastEthernet1/0, newnah:FastEthernet0/1>
<nodeidgh85:FastEthernet0/0, daytonattbeach:FastEthernet1/0>
<nodeidgh85:FastEthernet0/1, fortttlauderdale:FastEthernet1/0>
<nodeidgh85:FastEthernet1/0, orlando:FastEthernet0/1>
<nodeidgh86:FastEthernet0/0, lakettcity:FastEthernet1/0>
<nodeidgh86:FastEthernet0/1, ocala:FastEthernet0/1>
<nodeidgh86:FastEthernet1/0, tallahassee:FastEthernet2/0>
<nodeidgh97:FastEthernet0/0, gainesvilleidgh15:FastEthernet0/1>
<nodeidgh97:FastEthernet0/1, greenville:FastEthernet1/1>
<nodeidgh97:FastEthernet1/0, nodeidgh98:FastEthernet0/1>
<nodeidgh98:FastEthernet0/0, athens:FastEthernet1/0>
<nodeidgh98:FastEthernet0/1, nodeidgh97:FastEthernet1/0>
<nodeidgh98:FastEthernet1/0, nodeidgh99:FastEthernet1/0>
<nodeidgh99:FastEthernet0/0, charlotte:FastEthernet2/0>
<nodeidgh99:FastEthernet0/1, nodeidgh112:FastEthernet0/1>
<nodeidgh99:FastEthernet1/0, nodeidgh98:FastEthernet1/0>
<nodeidhg118:FastEthernet0/0, hassan:FastEthernet0/1>
<nodeidhg118:FastEthernet0/1, mangalore:FastEthernet2/0>
<nodeidhg118:FastEthernet1/0, nodeidhg70:FastEthernet1/0>
<nodeidhg70:FastEthernet0/0, bangalore:FastEthernet1/1>
<nodeidhg70:FastEthernet0/1, hassan:FastEthernet1/0>
<nodeidhg70:FastEthernet1/0, nodeidhg118:FastEthernet1/0>
<nodeidhh60:FastEthernet0/0, berlin:FastEthernet0/1>
<nodeidhh60:FastEthernet0/1, hannover:FastEthernet0/1>
<nodeidhh60:FastEthernet1/0, magdemburg:FastEthernet0/0>
<nodeidhh62:FastEthernet0/0, lille:FastEthernet0/1>
<nodeidhh62:FastEthernet0/1, london:FastEthernet3/0>
<nodeidhh62:FastEthernet1/0, ostend:FastEthernet0/1>
<nodeidhh73:FastEthernet0/0, basel:FastEthernet0/0>
<nodeidhh73:FastEthernet0/1, bern:FastEthernet0/0>
<nodeidhh73:FastEthernet1/0, bielbienne:FastEthernet0/0>
<nodeidhh73:FastEthernet1/1, lausanne:FastEthernet0/0>
<nodeidhh79:FastEthernet0/0, barcelona:FastEthernet0/0>
<nodeidhh79:FastEthernet0/1, montpellier:FastEthernet0/1>
<nodeidhh79:FastEthernet1/0, toulouse:FastEthernet0/1>
<noida:FastEthernet0/0, delhiidhg46:FastEthernet2/0>
<norfolk:FastEthernet0/0, richmond:FastEthernet0/0>
<norfolk:FastEthernet0/1, rockyttmount:FastEthernet0/0>
<norwich:FastEthernet0/0, binghampton:FastEthernet1/0>
<novara:FastEthernet0/0, milan:FastEthernet3/1>
<nuremberg:FastEthernet0/0, leipzig:FastEthernet0/1>
<nuremberg:FastEthernet0/1, munich:FastEthernet0/1>
<nyon:FastEthernet0/0, geneve:FastEthernet0/1>
<nyon:FastEthernet0/1, lausanne:FastEthernet0/1>
<ocala:FastEthernet0/0, gainesville:FastEthernet0/1>
<ocala:FastEthernet0/1, nodeidgh86:FastEthernet0/1>
<ocala:FastEthernet1/0, orlando:FastEthernet1/0>
<ocala:FastEthernet1/1, tampa:FastEthernet0/1>
<odessa:FastEthernet0/0, burdett:FastEthernet0/1>
<odessa:FastEthernet0/1, elmira:FastEthernet0/1>
<odessa:FastEthernet1/0, ingleside:FastEthernet0/1>
<odessa:FastEthernet1/1, nodeidgg123:FastEthernet1/0>
<ogdensburg:FastEthernet0/0, alexandriattbay:FastEthernet0/0>
<ogdensburg:FastEthernet0/1, massena:FastEthernet0/1>
<olean:FastEthernet0/0, salamanca:FastEthernet0/1>
<olean:FastEthernet0/1, wellsville:FastEthernet1/0>
<oneonta:FastEthernet0/0, cobleskill:FastEthernet0/1>
<oneonta:FastEthernet0/1, cooperstown:FastEthernet0/1>
<ongole:FastEthernet0/0, nellore:FastEthernet0/0>
<ongole:FastEthernet0/1, vijayavada:FastEthernet0/1>
<ongole:FastEthernet1/0, visakhapatnam:FastEthernet0/1>
<opelika:FastEthernet0/0, auburnidgh41:FastEthernet0/1>
<opelika:FastEthernet0/1, lagrangeidgh43:FastEthernet1/0>
<orangeburg:FastEthernet0/0, columbia:FastEthernet1/0>
<orangeburg:FastEthernet0/1, nodeidgh100:FastEthernet1/0>
<orlando:FastEthernet0/0, cocoattbeach:FastEthernet1/0>
<orlando:FastEthernet0/1, nodeidgh85:FastEthernet1/0>
<orlando:FastEthernet1/0, ocala:FastEthernet1/0>
<orlando:FastEthernet1/1, tampa:FastEthernet1/0>
<orlando:FastEthernet2/0, wintertthaven:FastEthernet0/0>
<oslo:FastEthernet0/0, gothenburg:FastEthernet0/1>
<oslo:FastEthernet0/1, stockholm:FastEthernet1/0>
<ostend:FastEthernet0/0, ghent:FastEthernet1/0>
<ostend:FastEthernet0/1, nodeidhh62:FastEthernet1/0>
<ovid:FastEthernet0/0, geneva:FastEthernet0/0>
<ovid:FastEthernet0/1, nodeidgg109:FastEthernet1/0>
<padova:FastEthernet0/0, rome:FastEthernet3/0>
<padova:FastEthernet0/1, venezia:FastEthernet0/0>
<padova:FastEthernet1/0, verona:FastEthernet0/1>
<palermo:FastEthernet0/0, rome:FastEthernet3/1>
<palghat:FastEthernet0/0, kozhikode:FastEthernet0/1>
<palghat:FastEthernet0/1, thirussur:FastEthernet0/1>
<palladam:FastEthernet0/0, chidambaram:FastEthernet0/0>
<palladam:FastEthernet0/1, trichy:FastEthernet0/1>
<panamattcity:FastEthernet0/0, crestview:FastEthernet0/0>
<panamattcity:FastEthernet0/1, dothan:FastEthernet1/0>
<panjim:FastEthernet0/0, belgaum:FastEthernet1/1>
<panjim:FastEthernet0/1, goa:FastEthernet1/0>
<paris:FastEthernet0/0, lille:FastEthernet1/0>
<paris:FastEthernet0/1, lyon:FastEthernet2/0>
<paris:FastEthernet1/0, newarkidhh54:FastEthernet1/0>
<paris:FastEthernet1/1, rouen:FastEthernet0/0>
<paris:FastEthernet2/0, strasbourg:FastEthernet1/0>
<paris:FastEthernet2/1, tours:FastEthernet0/0>
<parma:FastEthernet0/0, milan:FastEthernet4/0>
<pathankot:FastEthernet0/0, amritsar:FastEthernet0/1>
<pathankot:FastEthernet0/1, hoshiarpur:FastEthernet0/1>
<patiala:FastEthernet0/0, ludhiana:FastEthernet1/0>
<patiala:FastEthernet0/1, rohtak:FastEthernet0/1>
<patna:FastEthernet0/0, gaya:FastEthernet0/1>
<patna:FastEthernet0/1, varanasi:FastEthernet1/0>
<paulttsmiths:FastEthernet0/0, nodeidgg96:FastEthernet0/1>
<paulttsmiths:FastEthernet0/1, saranacttlake:FastEthernet0/1>
<peerremsen0:FastEthernet0/0, remsen:FastEthernet2/0>
<pensacola:FastEthernet0/0, crestview:FastEthernet0/1>
<pensacola:FastEthernet0/1, mobile:FastEthernet1/0>
<pfaffikon:FastEthernet0/0, stttgallen:FastEthernet0/0>
<pfaffikon:FastEthernet0/1, winterthur:FastEthernet0/0>
<phelps:FastEthernet0/0, geneva:FastEthernet0/1>
<phelps:FastEthernet0/1, nodeidgg110:FastEthernet0/1>
<phelps:FastEthernet1/0, rochester:FastEthernet0/1>
<phelps:FastEthernet1/1, waterloo:FastEthernet0/0>
<philadelphia:FastEthernet0/0, newark:FastEthernet0/1>
<philadelphia:FastEthernet0/1, washington:FastEthernet0/0>
<piacenza:FastEthernet0/0, milan:FastEthernet4/1>
<pinettbluff:FastEthernet0/0, jackson:FastEthernet1/1>
<pinettbluff:FastEthernet0/1, littlettrock:FastEthernet0/1>
<plattsburgh:FastEthernet0/0, chazy:FastEthernet0/1>
<plattsburgh:FastEthernet0/1, chesterfield:FastEthernet0/0>
<plattsburgh:FastEthernet1/0, malone:FastEthernet0/1>
<poitiers:FastEthernet0/0, tours:FastEthernet0/1>
<pondicherry:FastEthernet0/0, chidambaram:FastEthernet0/1>
<pondicherry:FastEthernet0/1, kanchipuram:FastEthernet0/0>
<pondicherry:FastEthernet1/0, salem:FastEthernet0/1>
<porto:FastEthernet0/0, lisbon:FastEthernet0/1>
<portttjervis:FastEthernet0/0, monroe:FastEthernet0/1>
<portttjervis:FastEthernet0/1, rowland:FastEthernet0/0>
<potsdam:FastEthernet0/0, canton:FastEthernet0/1>
<potsdam:FastEthernet0/1, massena:FastEthernet1/0>
<potsdam:FastEthernet1/0, nodeidgg96:FastEthernet1/0>
<potsdamidhh3:FastEthernet0/0, berlin:FastEthernet1/0>
<poughkeepsie:FastEthernet0/0, nodeidgg24:FastEthernet0/1>
<poughkeepsie:FastEthernet0/1, putnamttvalley:FastEthernet0/1>
<prague:FastEthernet0/0, dresden:FastEthernet1/0>
<prague:FastEthernet0/1, krakov:FastEthernet0/0>
<prague:FastEthernet1/0, vienna:FastEthernet2/1>
<pulaski:FastEthernet0/0, syracuse:FastEthernet2/0>
<pulaski:FastEthernet0/1, watertown:FastEthernet1/1>
<pune:FastEthernet0/0, ahmednagar:FastEthernet1/0>
<pune:FastEthernet0/1, mumbai:FastEthernet0/1>
<pune:FastEthernet1/0, satara:FastEthernet0/1>
<putnamttvalley:FastEthernet0/0, newttyorkttcity:FastEthernet0/1>
<putnamttvalley:FastEthernet0/1, poughkeepsie:FastEthernet0/1>
<putney:FastEthernet0/0, brattleboro:FastEthernet2/0>
<queensbury:FastEthernet0/0, albany:FastEthernet1/0>
<queensbury:FastEthernet0/1, schroonttlake:FastEthernet1/0>
<raichur:FastEthernet0/0, hyderabad:FastEthernet1/0>
<raichur:FastEthernet0/1, torangallu:FastEthernet1/0>
<raipur:FastEthernet0/0, bhandara:FastEthernet0/1>
<raipur:FastEthernet0/1, dhenkanal:FastEthernet0/1>
<raipur:FastEthernet1/0, jabalpur:FastEthernet1/0>
<raipur:FastEthernet1/1, rourkela:FastEthernet0/1>
<rajgarh:FastEthernet0/0, bhopal:FastEthernet0/0>
<rajgarh:FastEthernet0/1, gwalior:FastEthernet1/0>
<rajgarh:FastEthernet1/0, indore:FastEthernet1/0>
<rajgarh:FastEthernet1/1, kota:FastEthernet0/0>
<rajgarh:FastEthernet2/0, sagar:FastEthernet0/1>
<raleigh:FastEthernet0/0, charlotte:FastEthernet2/1>
<raleigh:FastEthernet0/1, durham:FastEthernet0/1>
<raleigh:FastEthernet1/0, fayatteville:FastEthernet0/1>
<raleigh:FastEthernet1/1, rockyttmount:FastEthernet0/1>
<raleigh:FastEthernet2/0, wilmington:FastEthernet1/1>
<ramanathapuram:FastEthernet0/0, sivakasi:FastEthernet1/0>
<ranchi:FastEthernet0/0, hazaribagh:FastEthernet1/0>
<ranchi:FastEthernet0/1, kolkata:FastEthernet0/1>
<ratlam:FastEthernet0/0, ahmedabad:FastEthernet1/1>
<ratlam:FastEthernet0/1, bhilwara:FastEthernet0/1>
<ratlam:FastEthernet1/0, ujjain:FastEthernet1/1>
<reading:FastEthernet0/0, bristolidhh150:FastEthernet1/0>
<reading:FastEthernet0/1, london:FastEthernet3/1>
<reggiottemilia:FastEthernet0/0, milan:FastEthernet5/0>
<reggiottemilia:FastEthernet0/1, modena:FastEthernet0/1>
<remsen:FastEthernet0/0, boonville:FastEthernet0/1>
<remsen:FastEthernet0/1, nodeidgg114:FastEthernet1/0>
<remsen:FastEthernet1/0, sarasota:FastEthernet0/1>
<remsen:FastEthernet1/1, stttpollen:FastEthernet0/1>
<remsen:FastEthernet2/0, peerremsen0:FastEthernet0/0>
<rennes:FastEthernet0/0, nantes:FastEthernet0/1>
<rennes:FastEthernet0/1, rouen:FastEthernet0/1>
<rewa:FastEthernet0/0, allahabad:FastEthernet1/0>
<rewa:FastEthernet0/1, satna:FastEthernet1/0>
<richmond:FastEthernet0/0, norfolk:FastEthernet0/0>
<richmond:FastEthernet0/1, washington:FastEthernet0/1>
<rimini:FastEthernet0/0, milan:FastEthernet5/1>
<rochester:FastEthernet0/0, nodeidgg95:FastEthernet1/0>
<rochester:FastEthernet0/1, phelps:FastEthernet1/0>
<rockyttmount:FastEthernet0/0, norfolk:FastEthernet0/1>
<rockyttmount:FastEthernet0/1, raleigh:FastEthernet1/1>
<rohtak:FastEthernet0/0, gurgaon:FastEthernet0/1>
<rohtak:FastEthernet0/1, patiala:FastEthernet0/1>
<rohtak:FastEthernet1/0, sonipat:FastEthernet1/0>
<rome:FastEthernet0/0, bari:FastEthernet0/0>
<rome:FastEthernet0/1, brindisi:FastEthernet0/0>
<rome:FastEthernet1/0, cagliari:FastEthernet0/0>
<rome:FastEthernet1/1, catania:FastEthernet0/0>
<rome:FastEthernet2/0, firenze:FastEthernet1/0>
<rome:FastEthernet2/1, napoli:FastEthernet0/0>
<rome:FastEthernet3/0, padova:FastEthernet0/0>
<rome:FastEthernet3/1, palermo:FastEthernet0/0>
<rome:FastEthernet4/0, sassari:FastEthernet0/0>
<rostock:FastEthernet0/0, benningtown:FastEthernet1/1>
<rostock:FastEthernet0/1, berlin:FastEthernet1/1>
<rostock:FastEthernet1/0, hadiagarh:FastEthernet0/1>
<rostock:FastEthernet1/1, hamburg:FastEthernet3/0>
<rotterdam:FastEthernet0/0, denttbosch:FastEthernet1/0>
<rotterdam:FastEthernet0/1, thetthague:FastEthernet1/0>
<rouen:FastEthernet0/0, paris:FastEthernet1/1>
<rouen:FastEthernet0/1, rennes:FastEthernet0/1>
<rourkela:FastEthernet0/0, jamshedpur:FastEthernet0/1>
<rourkela:FastEthernet0/1, raipur:FastEthernet1/1>
<rowland:FastEthernet0/0, portttjervis:FastEthernet0/1>
<rowland:FastEthernet0/1, southttcanaan:FastEthernet0/1>
<rutland:FastEthernet0/0, burlington:FastEthernet2/0>
<rutland:FastEthernet0/1, manchester:FastEthernet0/1>
<rutland:FastEthernet1/0, whitehall:FastEthernet0/1>
<sagar:FastEthernet0/0, damoh:FastEthernet0/1>
<sagar:FastEthernet0/1, rajgarh:FastEthernet2/0>
<sagar:FastEthernet1/0, vidisha:FastEthernet0/1>
<salamanca:FastEthernet0/0, nodeidgg94:FastEthernet1/0>
<salamanca:FastEthernet0/1, olean:FastEthernet0/0>
<salem:FastEthernet0/0, bangalore:FastEthernet2/0>
<salem:FastEthernet0/1, pondicherry:FastEthernet1/0>
<salzburg:FastEthernet0/0, innsbruck:FastEthernet0/0>
<salzburg:FastEthernet0/1, linz:FastEthernet0/0>
<sangareddy:FastEthernet0/0, hyderabad:FastEthernet1/1>
<sangareddy:FastEthernet0/1, nanded:FastEthernet0/1>
<sangli:FastEthernet0/0, kolhapur:FastEthernet0/1>
<sangli:FastEthernet0/1, satara:FastEthernet1/0>
<santtantonia:FastEthernet0/0, houston:FastEthernet1/0>
<santtantonia:FastEthernet0/1, santtmarcos:FastEthernet0/1>
<santtmarcos:FastEthernet0/0, austin:FastEthernet0/1>
<santtmarcos:FastEthernet0/1, santtantonia:FastEthernet0/1>
<saranacttlake:FastEthernet0/0, lakettplacid:FastEthernet0/0>
<saranacttlake:FastEthernet0/1, paulttsmiths:FastEthernet0/1>
<sarasota:FastEthernet0/0, ftttmyers:FastEthernet0/1>
<sarasota:FastEthernet0/1, remsen:FastEthernet1/0>
<sarasota:FastEthernet1/0, tampa:FastEthernet1/1>
<saratogattsprings:FastEthernet0/0, nodeidgg92:FastEthernet0/1>
<saratogattsprings:FastEthernet0/1, whitehall:FastEthernet1/0>
<sassari:FastEthernet0/0, rome:FastEthernet4/0>
<satara:FastEthernet0/0, kolhapur:FastEthernet1/0>
<satara:FastEthernet0/1, pune:FastEthernet1/0>
<satara:FastEthernet1/0, sangli:FastEthernet0/1>
<satna:FastEthernet0/0, jabalpur:FastEthernet1/1>
<satna:FastEthernet0/1, jhansi:FastEthernet1/0>
<satna:FastEthernet1/0, rewa:FastEthernet0/1>
<saugerties:FastEthernet0/0, albany:FastEthernet1/1>
<saugerties:FastEthernet0/1, harriman:FastEthernet1/0>
<sauntttaugustine:FastEthernet0/0, daytonattbeach:FastEthernet1/1>
<sauntttaugustine:FastEthernet0/1, jacksonville:FastEthernet1/0>
<savannah:FastEthernet0/0, augusta:FastEthernet1/0>
<savannah:FastEthernet0/1, charleston:FastEthernet1/1>
<savannah:FastEthernet1/0, jacksonville:FastEthernet1/1>
<savannah:FastEthernet1/1, nodeidgh101:FastEthernet1/0>
<schaffhausen:FastEthernet0/0, stttgallen:FastEthernet0/1>
<schaffhausen:FastEthernet0/1, zurich:FastEthernet0/1>
<schroonttlake:FastEthernet0/0, chesterfield:FastEthernet0/1>
<schroonttlake:FastEthernet0/1, linz:FastEthernet0/1>
<schroonttlake:FastEthernet1/0, queensbury:FastEthernet0/1>
<schroonttlake:FastEthernet1/1, tampa:FastEthernet2/0>
<shreveport:FastEthernet0/0, alexandria:FastEthernet0/1>
<shreveport:FastEthernet0/1, monroeidgh21:FastEthernet0/0>
<shreveport:FastEthernet1/0, intview:FastEthernet0/1>
<sintra:FastEthernet0/0, lisbon:FastEthernet1/0>
<sitapur:FastEthernet0/0, bareilly:FastEthernet0/1>
<sitapur:FastEthernet0/1, hadiagarh:FastEthernet1/0>
<sivakasi:FastEthernet0/0, coimbatore:FastEthernet0/1>
<sivakasi:FastEthernet0/1, madural:FastEthernet0/0>
<sivakasi:FastEthernet1/0, ramanathapuram:FastEthernet0/0>
<sivakasi:FastEthernet1/1, tirunelveli:FastEthernet1/0>
<sivakasi:FastEthernet2/0, trichy:FastEthernet1/0>
<solapur:FastEthernet0/0, ahmednagar:FastEthernet1/1>
<solapur:FastEthernet0/1, belgaum:FastEthernet2/0>
<solapur:FastEthernet1/0, gulbarga:FastEthernet0/1>
<sonipat:FastEthernet0/0, delhiidhg46:FastEthernet2/1>
<sonipat:FastEthernet0/1, karnal:FastEthernet0/1>
<sonipat:FastEthernet1/0, rohtak:FastEthernet1/0>
<southttcanaan:FastEthernet0/0, forestttcity:FastEthernet0/1>
<southttcanaan:FastEthernet0/1, rowland:FastEthernet0/1>
<stockholm:FastEthernet0/0, copenhagen:FastEthernet2/0>
<stockholm:FastEthernet0/1, helsinki:FastEthernet0/0>
<stockholm:FastEthernet1/0, oslo:FastEthernet0/1>
<strasbourg:FastEthernet0/0, basel:FastEthernet0/1>
<strasbourg:FastEthernet0/1, karlsruhe:FastEthernet0/1>
<strasbourg:FastEthernet1/0, paris:FastEthernet2/0>
<stttgallen:FastEthernet0/0, pfaffikon:FastEthernet0/0>
<stttgallen:FastEthernet0/1, schaffhausen:FastEthernet0/0>
<stttgallen:FastEthernet1/0, zurich:FastEthernet1/0>
<stttpollen:FastEthernet0/0, linz:FastEthernet1/0>
<stttpollen:FastEthernet0/1, remsen:FastEthernet1/1>
<stttpollen:FastEthernet1/0, udaipur:FastEthernet1/0>
<stuttgart:FastEthernet0/0, boblingen:FastEthernet0/0>
<stuttgart:FastEthernet0/1, esslingen:FastEthernet0/0>
<stuttgart:FastEthernet1/0, karlsruhe:FastEthernet1/0>
<stuttgart:FastEthernet1/1, munich:FastEthernet1/0>
<sumter:FastEthernet0/0, columbia:FastEthernet1/1>
<sumter:FastEthernet0/1, nodeidgh103:FastEthernet1/0>
<sumter:FastEthernet1/0, nodeidgh112:FastEthernet1/0>
<surat:FastEthernet0/0, bharuch:FastEthernet0/1>
<surat:FastEthernet0/1, jalgaon:FastEthernet2/1>
<surat:FastEthernet1/0, valsad:FastEthernet0/1>
<sylva:FastEthernet0/0, ashville:FastEthernet0/1>
<sylva:FastEthernet0/1, greenville:FastEthernet2/0>
<sylva:FastEthernet1/0, knoxville:FastEthernet0/1>
<syracuse:FastEthernet0/0, altmar:FastEthernet0/0>
<syracuse:FastEthernet0/1, buffalo:FastEthernet1/0>
<syracuse:FastEthernet1/0, nodeidgg110:FastEthernet1/0>
<syracuse:FastEthernet1/1, nodeidgg112:FastEthernet0/1>
<syracuse:FastEthernet2/0, pulaski:FastEthernet0/0>
<tallahassee:FastEthernet0/0, albanyidgh45:FastEthernet0/1>
<tallahassee:FastEthernet0/1, atlanta:FastEthernet3/1>
<tallahassee:FastEthernet1/0, crestview:FastEthernet1/0>
<tallahassee:FastEthernet1/1, lakettcity:FastEthernet1/1>
<tallahassee:FastEthernet2/0, nodeidgh86:FastEthernet1/0>
<talwandittbahi:FastEthernet0/0, bhatinda:FastEthernet0/0>
<talwandittbahi:FastEthernet0/1, kotttkapura:FastEthernet0/1>
<talwandittbahi:FastEthernet1/0, ludhiana:FastEthernet1/1>
<tampa:FastEthernet0/0, miami:FastEthernet1/1>
<tampa:FastEthernet0/1, ocala:FastEthernet1/1>
<tampa:FastEthernet1/0, orlando:FastEthernet1/1>
<tampa:FastEthernet1/1, sarasota:FastEthernet1/0>
<tampa:FastEthernet2/0, schroonttlake:FastEthernet1/1>
<tampa:FastEthernet2/1, wintertthaven:FastEthernet0/1>
<thetthague:FastEthernet0/0, antwerp:FastEthernet0/1>
<thetthague:FastEthernet0/1, hoofddorp:FastEthernet0/1>
<thetthague:FastEthernet1/0, rotterdam:FastEthernet0/1>
<thirussur:FastEthernet0/0, allepey:FastEthernet1/0>
<thirussur:FastEthernet0/1, palghat:FastEthernet0/1>
<thiruvalla:FastEthernet0/0, ernakulam:FastEthernet1/0>
<tiruchendur:FastEthernet0/0, kanyakumari:FastEthernet0/0>
<tiruchendur:FastEthernet0/1, tirunelveli:FastEthernet1/1>
<tirunelveli:FastEthernet0/0, kanyakumari:FastEthernet0/1>
<tirunelveli:FastEthernet0/1, madural:FastEthernet0/1>
<tirunelveli:FastEthernet1/0, sivakasi:FastEthernet1/1>
<tirunelveli:FastEthernet1/1, tiruchendur:FastEthernet0/1>
<tirupati:FastEthernet0/0, chennai:FastEthernet0/0>
<tirupati:FastEthernet0/1, kanchipuram:FastEthernet0/1>
<tirupati:FastEthernet1/0, kolar:FastEthernet0/1>
<tirupati:FastEthernet1/1, nellore:FastEthernet0/1>
<tirupur:FastEthernet0/0, coimbatore:FastEthernet1/0>
<tirupur:FastEthernet0/1, erode:FastEthernet0/1>
<tonk:FastEthernet0/0, bhilwara:FastEthernet1/0>
<tonk:FastEthernet0/1, jaipur:FastEthernet1/1>
<tonk:FastEthernet1/0, kota:FastEthernet0/1>
<torangallu:FastEthernet0/0, bangalore:FastEthernet2/1>
<torangallu:FastEthernet0/1, bellary:FastEthernet0/1>
<torangallu:FastEthernet1/0, raichur:FastEthernet0/1>
<toulouse:FastEthernet0/0, bordeaux:FastEthernet1/0>
<toulouse:FastEthernet0/1, nodeidhh79:FastEthernet1/0>
<tours:FastEthernet0/0, paris:FastEthernet2/1>
<tours:FastEthernet0/1, poitiers:FastEthernet0/0>
<trento:FastEthernet0/0, milan:FastEthernet6/0>
<treviso:FastEthernet0/0, milan:FastEthernet6/1>
<trichy:FastEthernet0/0, coimbatore:FastEthernet1/1>
<trichy:FastEthernet0/1, palladam:FastEthernet0/1>
<trichy:FastEthernet1/0, sivakasi:FastEthernet2/0>
<trieste:FastEthernet0/0, milan:FastEthernet7/0>
<trivandrum:FastEthernet0/0, kanyakumari:FastEthernet1/0>
<trivandrum:FastEthernet0/1, kollam:FastEthernet0/1>
<turin:FastEthernet0/0, cuneo:FastEthernet0/0>
<turin:FastEthernet0/1, marseille:FastEthernet1/1>
<turin:FastEthernet1/0, milan:FastEthernet7/1>
<tuscaloosa:FastEthernet0/0, birmingham:FastEthernet2/0>
<tuscaloosa:FastEthernet0/1, meridian:FastEthernet1/0>
<udaipur:FastEthernet0/0, ahmedabad:FastEthernet2/0>
<udaipur:FastEthernet0/1, bhilwara:FastEthernet1/1>
<udaipur:FastEthernet1/0, stttpollen:FastEthernet1/0>
<ujjain:FastEthernet0/0, bhopal:FastEthernet0/1>
<ujjain:FastEthernet0/1, dhar:FastEthernet1/0>
<ujjain:FastEthernet1/0, indore:FastEthernet1/1>
<ujjain:FastEthernet1/1, ratlam:FastEthernet1/0>
<utica:FastEthernet0/0, herkimmer:FastEthernet0/1>
<utica:FastEthernet0/1, vernon:FastEthernet0/1>
<utrecht:FastEthernet0/0, denttbosch:FastEthernet1/1>
<utrecht:FastEthernet0/1, hilversum:FastEthernet0/1>
<valdosta:FastEthernet0/0, lakettcity:FastEthernet2/0>
<valdosta:FastEthernet0/1, macon:FastEthernet0/1>
<valencia:FastEthernet0/0, barcelona:FastEthernet0/1>
<valencia:FastEthernet0/1, madrid:FastEthernet1/0>
<valsad:FastEthernet0/0, mumbai:FastEthernet1/0>
<valsad:FastEthernet0/1, surat:FastEthernet1/0>
<varanasi:FastEthernet0/0, jaunpur:FastEthernet0/1>
<varanasi:FastEthernet0/1, linz:FastEthernet1/1>
<varanasi:FastEthernet1/0, patna:FastEthernet0/1>
<varese:FastEthernet0/0, milan:FastEthernet8/0>
<venezia:FastEthernet0/0, padova:FastEthernet0/1>
<vernon:FastEthernet0/0, nodeidgg112:FastEthernet1/0>
<vernon:FastEthernet0/1, utica:FastEthernet0/1>
<verona:FastEthernet0/0, brescia:FastEthernet0/1>
<verona:FastEthernet0/1, padova:FastEthernet1/0>
<verottbeach:FastEthernet0/0, melbourne:FastEthernet0/1>
<verottbeach:FastEthernet0/1, westttpalmttbeach:FastEthernet0/1>
